id,description,en
validations.validNationalId,The error message that appears when an invalid value is used as nid,The National ID can only be numeric and must be 10 digits long
validations.validPassportNumber,The error message that appears when an invalid value is used as passport number,The Passport Number can only be alpha numeric and must be {validLength} characters long
verified,This is the label for the verification field,Verified
verifyCertificate.brn,Label for Birth Registration Number,BRN
verifyCertificate.certifiedAt,Label for date of certification,Date of certification
verifyCertificate.dateOfBirth,Label for date of birth,Date of birth
verifyCertificate.dateOfDeath,Label for date of death,Date of death
verifyCertificate.drn,Label for Death Registration Number,DRN
verifyCertificate.errorMessage,message for error alert,The certificate is a potential forgery please...
verifyCertificate.errorTitle,title for error alert,Invalid QR code
verifyCertificate.fullname,title for success alert for url validation,Full name
verifyCertificate.loading,message when verification is checking,Verifying certificate
verifyCertificate.placeOfBirth,Label for place of birth,Place of birth
verifyCertificate.placeOfDeath,Label for place of death,Place of death
verifyCertificate.registar,Label for name of registar center,Name of registar
verifyCertificate.registrationCenter,Label for registration center,Registration Center
verifyCertificate.sex,Label for sex,Sex
verifyCertificate.sexFemale,Option for form field: Sex name,Female
verifyCertificate.sexMale,Option for form field: Sex name,Male
verifyCertificate.successMessage,message for success alert,Compare the partial details of the record below against those recorded on the certificate
verifyCertificate.successTitle,title for success alert,Valid QR code
verifyCertificate.successUrl,title for success alert for url validation,URL Verification
verifyCertificate.timeOut,message when time out after few minute,You been timed out
verifyCertificate.toastMessage,Message for the toast when time spend 1 minute,"After verifying the certificate, please close the browser window"
views.idReader.label.manualInput,Label that shows below the divider on the id reader component,Complete fields below
views.idReader.label.or,Label that shows on the divider,Or
views.idVerification.banner.actions.reset,,Reset
views.idVerification.banner.actions.revoke,,Revoke
views.idVerification.banner.authenticated.description,,"This identity has been successfully authenticated with the Farajaland’s National ID System. To make edits, please remove the authentication first."
views.idVerification.banner.authenticated.resetConfirmation.description,,"By clicking ‘Continue,’ you’ll remove ID Authenticated status and unlock the fields for editing."
views.idVerification.banner.authenticated.resetConfirmation.title,,Revoke authenticated ID?
views.idVerification.banner.authenticated.title,,ID Authenticated
views.idVerification.banner.failed.description,,The identity data does not match an entry in Farajaland's National ID System
views.idVerification.banner.failed.resetConfirmation.description,,"By clicking ‘Continue,’ you’ll clear all information to it’s default state."
